Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
Apartment for Sale in Marathahalli Bangalore,Call for Price,,12+,N/A,,,Status,Ready to Move,,,Transaction,Resale,,,,,,,,,,,,
"3 BHK Apartment for Sale in AECS Layout, Marathahalli",₹1 Cr,Saroj Aquila,6+,₹6667 per sqft,Carpet Area,1425 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,3,,
"3 BHK Apartment for Sale in Marathahalli village, Marathahalli",₹1.65 Cr,Sjr The Pavilion,3+,₹8514 per sqft,Super Area,1938 sqft,Status,Ready to Move,Floor,10 out of 10,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
Plot/Land for Sale in Marathahalli Bangalore,₹1.62 Cr,,N/A,₹1500 per sqft,Plot Area,10800 sqft,,,floors allowed for construction,1,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
3 BHK Apartment for Sale in Marathahalli Bangalore,₹2.85 Cr,Puravankara Purva Riviera,12+,₹12695 per sqft,Super Area,2245 sqft,Status,Ready to Move,Floor,8 out of 9,Transaction,Resale,Furnishing,Semi-Furnished,,,,,Car Parking,"1 Covered,",Bathroom,3,Balcony,3
> 10 BHK House for Sale in Marathahalli Bangalore,₹1.95 Cr,,N/A,₹4333 per sqft,Super Area,4500 sqft,Status,Ready to Move,Floor,Ground out of 5,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,> 10,Balcony,4
Plot/Land for Sale in Marathahalli Bangalore,₹1.40 Cr,,N/A,₹9333 per sqft,Plot Area,1500 sqft,,,floors allowed for construction,4,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
Plot/Land for Sale in Marathahalli Bangalore,₹11 Cr,,N/A,₹8800 per sqft,Plot Area,12500 sqft,,,,,Transaction,Resale,,,,,,,,,,,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹76 Lac,Kethana Orchids,7+,₹8941 per sqft,Carpet Area,1163 sqft,Status,Ready to Move,Floor,4 out of 5,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,Balcony,2
Plot/Land for Sale in Marathahalli Bangalore,₹1.80 Cr,,N/A,₹8973 per sqft,Plot Area,2006 sqft,,,floors allowed for construction,5,Transaction,Resale,,,,,,,,,,,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹88 Lac,Adithi Elite,9+,₹7012 per sqft,Super Area,1255 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,,
2 BHK Apartment for Sale in Marathahalli Bangalore,₹91 Lac,Adithi Elite,6+,₹7251 per sqft,Super Area,1255 sqft,Status,Ready to Move,Floor,3 out of 5,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Pool, Garden/Park, Main Road",Ownership,Leasehold,,,Bathroom,2,Balcony,2
