Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
"2 BHK Apartment for Sale in Manyata Tech Park, Nagavara",₹1.65 Cr,Purva Atmosphere,55+,₹12406 per sqft,Carpet Area,1330 sqft,Under Construction,Poss. by Aug '25,Floor,18 out of 33,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
Plot/Land for Sale in Nagavara Bangalore,₹2.20 Cr,,N/A,₹9167 per sqft,Plot Area,2400 sqft,,,floors allowed for construction,5,Transaction,Resale,,,,,,,,,,,,
"4 BHK House for Sale in Manyata Tech Park, Nagavara",₹3.50 Cr,,N/A,N/A,Carpet Area,1200 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Main Road",,,Car Parking,3 Covered,Bathroom,4,Balcony,2
"Plot/Land for Sale in Coffee Board layout, Nagavara",₹2.80 Cr,,N/A,₹17500 per sqft,Plot Area,1600 sqft,,,floors allowed for construction,4,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
"Plot/Land for Sale in Manyata Tech Park, Nagavara",₹1.73 Cr,,N/A,₹12393 per sqft,Plot Area,1400 sqft,,,floors allowed for construction,3,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
"Plot/Land for Sale in MS Ramaiah North layout, Nagavara",₹3 Cr,,N/A,₹12500 per sqft,Plot Area,2400 sqft,,,floors allowed for construction,4,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
Plot/Land for Sale in Nagavara Bangalore,₹3 Cr,MSR North City,8+,₹12500 per sqft,Plot Area,2400 sqft,,,floors allowed for construction,4,Transaction,Resale,,,overlooking,Garden/Park,Ownership,Freehold,,,,,,
2 BHK Apartment for Sale in Nagavara Bangalore,₹1.37 Cr,Mantri Lithos,5+,₹9514 per sqft,Carpet Area,1080 sqft,Status,Ready to Move,Floor,5 out of 12,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,,,Bathroom,2,Balcony,1
"Plot/Land for Sale in Coffee Board layout, Nagavara",₹2.80 Cr,,N/A,₹17500 per sqft,Plot Area,1600 sqft,,,floors allowed for construction,4,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
"3 BHK Apartment for Sale in Manyata Tech Park, Nagavara",₹98.2 Lac,Sri Balaji Serene,49+,₹5500 per sqft,Super Area,1786 sqft,Under Construction,Poss. by Sep '24,Floor,2 out of 4,Transaction,New Property,Furnishing,Unfurnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
Plot/Land for Sale in Nagavara Bangalore,₹3.12 Cr,MS Ramaiah North City,2+,₹13000 per sqft,Plot Area,2400 sqft,,,floors allowed for construction,1,Transaction,Resale,,,,,,,,,,,,
"Plot/Land for Sale in Coffee Board layout, Nagavara",Call for Price,,4+,N/A,Plot Area,4000 sqft,,,floors allowed for construction,4,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
"Plot/Land for Sale in Coffee Board layout, Nagavara",₹2.34 Cr,,3+,₹15600 per sqft,Plot Area,1500 sqft,,,floors allowed for construction,6,Transaction,Resale,,,overlooking,"Pool, Garden/Park, Main Road",Ownership,Co-operative Society,,,,,,
3 BHK Apartment for Sale in Nagavara Bangalore,₹1.49 Cr,Donata CMR,14+,₹10276 per sqft,Carpet Area,1232 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,3
"Plot/Land for Sale in MS Ramaiah North layout, Nagavara",₹2.52 Cr,,10+,₹10500 per sqft,Super Area,2400 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
3 BHK Apartment for Sale in Nagavara Bangalore,₹98 Lac,Visalakshi Rajatha Greens,12+,₹7222 per sqft,Carpet Area,950 sqft,Status,Ready to Move,Floor,5 out of 8,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,,,Bathroom,2,Balcony,2
"Plot/Land for Sale in Coffee Board layout, Nagavara",₹4.20 Cr,,5+,₹17500 per sqft,Plot Area,2400 sqft,,,floors allowed for construction,4,Transaction,Resale,,,overlooking,"Pool, Garden/Park, Main Road",Ownership,Freehold,,,,,,
