Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
"Plot/Land for Sale in Phase 2nd JP Nagar, JP Nagar",Call for Price,,N/A,N/A,Plot Area,1200 sqft,,,floors allowed for construction,3,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
"2 BHK Apartment for Sale in Phase 9th JP Nagar, JP Nagar",₹90 Lac,Maangalya Signature,7+,₹6325 per sqft,Super Area,1423 sqft,Status,Ready to Move,Floor,11 out of 12,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,1
"3 BHK Apartment for Sale in Phase 6 JP Nagar, JP Nagar",₹2.20 Cr,Shriram Southern Crest,11+,₹12571 per sqft,Carpet Area,1225 sqft,Status,Ready to Move,Floor,3 out of 3,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,3
"5 BHK House for Sale in Nanjundeswara Layout, JP Nagar",₹1.20 Cr,Nelamangala Bangalore,9+,N/A,Carpet Area,1000 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,,,Bathroom,4,Balcony,1
"3 BHK Apartment for Sale in Phase 9th JP Nagar, JP Nagar",₹1.25 Cr,Maangalya Signature,19+,₹6278 per sqft,Super Area,1991 sqft,Status,Ready to Move,Floor,7 out of 14,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,,,Bathroom,3,Balcony,2
"2 BHK Apartment for Sale in Yelachenahalli, JP Nagar",₹95 Lac,Sattva Misty Charm,11+,₹9000 per sqft,Carpet Area,739 sqft,Status,Ready to Move,Floor,2 out of 13,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,977 Covered,Bathroom,2,Balcony,1
"Plot/Land for Sale in Brookes haven layout, JP Nagar",₹1.86 Cr,,2+,₹9000 per sqft,Plot Area,2074 sqft,,,floors allowed for construction,1,Transaction,Resale,,,overlooking,Garden/Park,Ownership,Freehold,,,,,,
"4 BHK Apartment for Sale in Phase 6 JP Nagar, JP Nagar",₹3.95 Cr,Shriram Southern Crest,25+,₹11344 per sqft,Carpet Area,2200 sqft,Status,Ready to Move,Floor,17 out of 18,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,4,Balcony,1
"5 BHK Villa for Sale in Phase 7 JP Nagar, JP Nagar",₹7 Cr,Puravankara Purva Coronation Square,16+,N/A,Carpet Area,6176 sqft,Status,Ready to Move,,,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,5,Balcony,3
"6 BHK House for Sale in Phase 4 JP Nagar, JP Nagar",₹2.67 Cr,,N/A,₹9889 per sqft,Super Area,2700 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,Car Parking,1 Covered,Bathroom,6,Balcony,2
"4 BHK House for Sale in Ashta Laxmi Layout, JP Nagar",₹2 Cr,,N/A,₹12121 per sqft,Super Area,1650 sqft,Status,Ready to Move,Floor,Ground out of 2,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,5,,
2 BHK Apartment for Sale in JP Nagar Bangalore,₹75 Lac,DS Max Stone Hills,9+,₹7049 per sqft,Super Area,1064 sqft,Status,Ready to Move,Floor,2 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,,,Bathroom,2,Balcony,1
"3 BHK Apartment for Sale in Phase 5 JP Nagar, JP Nagar",₹1.44 Cr,,1,₹9600 per sqft,Carpet Area,1200 sqft,Status,Ready to Move,Floor,3 out of 3,Transaction,Resale,Furnishing,Unfurnished,,,,,,,Bathroom,4,,
3 BHK Apartment for Sale in JP Nagar Bangalore,₹65 Lac,DS Max Stone Hills,1,₹4483 per sqft,Super Area,1450 sqft,Status,Ready to Move,Floor,3 out of 5,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,Balcony,2
"Plot/Land for Sale in Phase 8th JP Nagar, JP Nagar",₹1.65 Cr,Royal County,4+,₹13750 per sqft,Plot Area,1200 sqft,,,floors allowed for construction,3,Transaction,Resale,,,overlooking,Main Road,Ownership,Freehold,,,,,,
"Plot/Land for Sale in Phase 7 JP Nagar, JP Nagar",₹2.52 Cr,,N/A,₹10500 per sqft,Plot Area,2400 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
"Plot/Land for Sale in Phase 7 JP Nagar, JP Nagar",₹2.37 Cr,,N/A,₹12500 per sqft,Plot Area,1900 sqft,,,,,Transaction,Resale,,,,,Ownership,Freehold,,,,,,
"4 BHK House for Sale in JHCS Layout, JP Nagar",₹1.85 Cr,,N/A,₹7115 per sqft,Carpet Area,2300 sqft,Status,Ready to Move,Floor,1 out of 4,Transaction,New Property,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,4,Balcony,3
"8 BHK House for Sale in Phase 4 JP Nagar, JP Nagar",₹2.50 Cr,,2+,₹5952 per sqft,Super Area,4200 sqft,Status,Ready to Move,,,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,7,,
"3 BHK Apartment for Sale in Ayodya Nagar, JP Nagar",₹1 Cr,Sai Mega Blossom,7+,₹7117 per sqft,Super Area,1405 sqft,Status,Ready to Move,Floor,Ground out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,2
"4 BHK Apartment for Sale in Phase 6 JP Nagar, JP Nagar",₹3.85 Cr,Shriram Southern Crest,16+,₹11208 per sqft,Super Area,3435 sqft,Status,Ready to Move,Floor,17 out of 18,Transaction,Resale,Furnishing,Unfurnished,overlooking,Garden/Park,,,,,Bathroom,4,Balcony,4
"3 BHK Apartment for Sale in Phase 7 JP Nagar, JP Nagar",₹1.40 Cr,Brigade Gardenia,14+,₹9790 per sqft,Carpet Area,1100 sqft,Status,Ready to Move,Floor,12 out of 14,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Open,Bathroom,3,Balcony,1
"2 BHK Apartment for Sale in Silver Oak Layout, JP Nagar",₹1.32 Cr,Mahaveer Riviera,22+,₹10394 per sqft,Carpet Area,1150 sqft,Status,Ready to Move,Floor,12 out of 14,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,1 Covered,Bathroom,2,Balcony,2
"9 BHK House for Sale in Phase 7 JP Nagar, JP Nagar",₹4 Cr,,9+,₹8000 per sqft,Carpet Area,2550 sqft,Status,Ready to Move,Floor,Ground out of 3,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Main Road,Ownership,Freehold,,,Bathroom,9,Balcony,1
"3 BHK Apartment for Sale in Phase 9th JP Nagar, JP Nagar",₹1.10 Cr,Maangalya Signature,14+,₹5811 per sqft,Super Area,1893 sqft,Status,Ready to Move,Floor,11 out of 11,Transaction,Resale,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,3,Balcony,1
"4 BHK Apartment for Sale in Sarakki Gate, JP Nagar",₹5 Cr,SNN Raj Spiritua,6+,₹15152 per sqft,Carpet Area,2475 sqft,Status,Ready to Move,Floor,8 out of 13,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,3
"3 BHK Penthouse for Sale in Eshwara Layout-JP Nagar Phase 7, JP Nagar",₹1.70 Cr,,10+,₹6800 per sqft,Carpet Area,2415 sqft,Status,Ready to Move,Floor,5 out of 5,Transaction,New Property,Furnishing,Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,,,Bathroom,3,Balcony,3
"2 BHK Apartment for Sale in Phase 8th JP Nagar, JP Nagar",₹59 Lac,Sri Tirumala Ambience,13+,₹6427 per sqft,Carpet Area,818 sqft,Status,Ready to Move,Floor,Ground out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Main Road",Ownership,Freehold,Car Parking,"1 Covered,",Bathroom,2,Balcony,1
3 BHK Apartment for Sale in JP Nagar Bangalore,₹90 Lac,Infrasquare Sattva Shubham,N/A,₹6667 per sqft,Super Area,1350 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,,,,,,,Bathroom,2,,
"3 BHK Apartment for Sale in Shakambari Nagar, JP Nagar",₹3.80 Cr,Sobha Dew Flower,22+,₹15833 per sqft,Carpet Area,2100 sqft,Status,Ready to Move,Floor,3 out of 4,Transaction,Resale,Furnishing,Semi-Furnished,overlooking,Garden/Park,Ownership,Freehold,Car Parking,1 Covered,Bathroom,3,Balcony,3
"5 BHK House for Sale in JHCS Layout, JP Nagar",₹3.70 Cr,,N/A,₹8043 per sqft,Carpet Area,1200 sqft,Status,Ready to Move,,,Transaction,New Property,Furnishing,Unfurnished,,,Ownership,Freehold,,,Bathroom,5,Balcony,3
