Title,Price,Property Name,Figure Count,Price per Sqft,Carpet Area Label,Carpet Area Value,Status Label,Status Value,Floor Label,Floor Value,Transaction Label,Transaction Value,Furnishing Label,Furnishing Value,Overlooking Label,Overlooking Value,Ownership Label,Ownership Value,Parking Label,Parking Value,Bathroom Label,Bathroom Value,Balcony Label,Balcony Value
5 BHK Villa for Sale in New International Airport Road Bangalore,₹5 Cr,Assetz Earth & Essence,1,₹11905 per sqft,Super Area,4200 sqft,Under Construction,Poss. by Dec '24,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool",Ownership,Freehold,Car Parking,2 Covered,Bathroom,5,Balcony,4
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.55 Cr,Godrej Aqua,15+,₹8158 per sqft,Super Area,1900 sqft,Status,Ready to Move,Floor,5 out of 12,Transaction,Resale,Furnishing,Semi-Furnished,,,Ownership,Freehold,,,Bathroom,3,Balcony,2
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.30 Cr,Godrej Aqua,5+,₹9015 per sqft,Super Area,1442 sqft,Status,Ready to Move,Floor,7 out of 15,Transaction,New Property,Furnishing,Unfurnished,overlooking,Pool,Ownership,Freehold,,,Bathroom,2,Balcony,1
3 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.25 Cr,Puravankara Purva Zenium,18+,₹7310 per sqft,Super Area,1710 sqft,Under Construction,Poss. by Jul '24,Floor,8 out of 13,Transaction,New Property,Furnishing,Unfurnished,,,,,,,Bathroom,3,Balcony,2
4 BHK Villa for Sale in New International Airport Road Bangalore,₹1.79 Cr,,N/A,₹6752 per sqft,Carpet Area,1200 sqft,Under Construction,Poss. by Jun '25,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
4 BHK Villa for Sale in New International Airport Road Bangalore,₹1.79 Cr,,N/A,₹6752 per sqft,Carpet Area,1200 sqft,Under Construction,Poss. by Jun '25,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
4 BHK Villa for Sale in New International Airport Road Bangalore,₹1.79 Cr,,N/A,₹6752 per sqft,Carpet Area,1200 sqft,Under Construction,Poss. by Jun '25,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
4 BHK Villa for Sale in New International Airport Road Bangalore,₹1.79 Cr,,1,₹6771 per sqft,Carpet Area,1200 sqft,,,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
4 BHK Villa for Sale in New International Airport Road Bangalore,₹1.79 Cr,,1,₹6752 per sqft,Carpet Area,1200 sqft,Under Construction,Poss. by Jun '25,,,Transaction,New Property,Furnishing,Semi-Furnished,overlooking,"Garden/Park, Pool, Main Road",Ownership,Freehold,Car Parking,2 Covered,Bathroom,4,Balcony,2
2 BHK Apartment for Sale in New International Airport Road Bangalore,₹1.12 Cr,Puravankara Purva Zenium,19+,₹8750 per sqft,Carpet Area,860 sqft,Under Construction,Poss. by Jul '24,Floor,10 out of 13,Transaction,New Property,Furnishing,Unfurnished,overlooking,"Garden/Park, Pool",Ownership,Freehold,,,Bathroom,2,Balcony,1
